security_id,timestamp,buy_volume,sell_volume,buy_initiated,sell_initiated,tick_delta,open,high,low,close,delta,inference,open_interest,oi_change,oi_interpretation
449534,13:48,13.0,-22.0,12.0,11.0,1.0,130910.0,130925.0,130910.0,130925.0,35.0,Buy Dominant,0.0,0.0,Neutral
449534,13:49,-1.0,-9.0,9.0,2.0,7.0,130926.0,130926.0,130880.0,130880.0,8.0,Buy Dominant,0.0,0.0,Neutral
449534,13:50,5.0,4.0,0.5,3.5,-3.0,130879.0,130879.0,130872.0,130872.0,1.0,Sell Dominant,0.0,0.0,Neutral
449534,13:51,2.0,0.0,3.0,0.0,3.0,130922.0,130922.0,130922.0,130922.0,2.0,Buy Dominant,0.0,0.0,Neutral
449534,13:52,3.0,-3.0,1.0,2.0,-1.0,130901.0,130901.0,130901.0,130901.0,6.0,Sell Dominant,0.0,0.0,Neutral
449534,13:53,-12.0,0.0,1.0,2.0,-1.0,130905.0,130905.0,130901.0,130901.0,-12.0,Sell Dominant,0.0,0.0,Neutral
449534,13:54,10.0,-1.0,0.0,1.0,-1.0,130885.0,130885.0,130885.0,130885.0,11.0,Sell Dominant,0.0,0.0,Neutral
449534,13:55,-10.0,17.0,2.5,13.5,-11.0,130891.0,130891.0,130890.0,130890.0,-27.0,Sell Dominant,0.0,0.0,Neutral
449534,13:56,2.0,4.0,0.5,0.5,0.0,130880.0,130880.0,130880.0,130880.0,-2.0,Neutral,0.0,0.0,Neutral
449534,13:57,0.0,1.0,0.5,0.5,0.0,130899.0,130899.0,130899.0,130899.0,-1.0,Neutral,0.0,0.0,Neutral
449534,13:58,0.0,9.0,3.0,5.0,-2.0,130899.0,130899.0,130896.0,130896.0,-9.0,Sell Dominant,0.0,0.0,Neutral
449534,13:59,6.0,0.0,0.0,8.0,-8.0,130850.0,130850.0,130850.0,130850.0,6.0,Sell Dominant,0.0,0.0,Neutral
449534,14:00,12.0,2.0,1.0,2.0,-1.0,130850.0,130865.0,130846.0,130865.0,10.0,Sell Dominant,0.0,0.0,Neutral
449534,14:01,-6.0,-1.0,2.5,1.5,1.0,130869.0,130869.0,130867.0,130867.0,-5.0,Buy Dominant,0.0,0.0,Neutral
449534,14:02,-8.0,-6.0,0.0,7.0,-7.0,130828.0,130828.0,130828.0,130828.0,-2.0,Sell Dominant,0.0,0.0,Neutral
449534,14:03,12.0,0.0,2.0,2.0,0.0,130828.0,130828.0,130828.0,130828.0,12.0,Neutral,0.0,0.0,Neutral
